Case Number,Year,Type,time,Country,Activity,sex,age,fatal
1951.12.16,1951.0,Provoked,,AUSTRALIA,Spearfishing,M,18.0,N
1851.12.15.R,1951.0,Invalid,,MOZAMBIQUE,Swimming,M,,
1951.12.06,1951.0,Unprovoked,Afternoon,AUSTRALIA,Treading,M,21.0,Y
1951.11.29,1951.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,23.0,N
1951.11.28.b,1951.0,Unprovoked,,JAMAICA,Fishing,M,81.0,N
1951.11.28.a,1951.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,24.0,N
1951.11.23.R,1951.0,Unprovoked,,PHILIPPINES,,M,,Y
1951.10.22,1951.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,42.0,Y
1951.10.05,1951.0,Invalid,,NORTH ATLANTIC OCEAN,,,,
1951.09.29,1951.0,Unprovoked,,ITALY,Swimming,F,21.0,Y
1951.09.03.R,1951.0,Unprovoked,Night,ITALY,Fishing,M,,N
1951.09.02-R,1951.0,Unprovoked,,AUSTRALIA,,M,56.0,Y
1951.08.17.b,1951.0,Unprovoked,,GREECE,Swimming,M,18.0,N
1951.08.17.a,1951.0,Unprovoked,,GREECE,Swimming,F,16.0,Y
1951.08.16.R,1951.0,Unprovoked,,ITALY,Diving,M,,N
1951.08.00,1951.0,Unprovoked,,COLUMBIA,Bathing,,,Y
1951.07.19.R,1951.0,Unprovoked,,USA,,M,13.0,N
1951.07.11,1951.0,Unprovoked,Afternoon,PACIFIC OCEAN,,M,40.0,N
1951.06.25,1951.0,Unprovoked,,USA,fishing,M,,Y
1951.06.00,1951.0,Unprovoked,Morning,FRENCH POLYNESIA,Spearfishing,M,39.0,N
1951.05.22,1951.0,Unprovoked,Afternoon,MEXICO,diving,M,16.0,N
1951.05.09.R,1951.0,Provoked,,ITALY,,,,N
1951.03.26,1951.0,Provoked,Afternoon,AUSTRALIA,,M,23.0,N
1951.03.24,1951.0,Unprovoked,,AUSTRALIA,casting,M,,N
1951.03.15,1951.0,Unprovoked,Afternoon,SOUTH AFRICA,surfing,M,19.0,N
1951.02.19,1951.0,Unprovoked,Afternoon,SOUTH AFRICA,surfing,M,31.0,N
1951.02.03,1951.0,Unprovoked,,AUSTRALIA,Spearfishing,M,20.0,N
1951.02.01,1951.0,Unprovoked,,AUSTRALIA,Swimming,M,14.0,N
1951.01.21,1951.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,19.0,Y
1951.01.03,1951.0,Invalid,,AUSTRALIA,,M,,
1951.00.00,1951.0,Unprovoked,,NEW GUINEA,,,,Y
1950.12.31,1950.0,Unprovoked,,AUSTRALIA,Paddling,M,19.0,N
1950.12.19.R,1950.0,Unprovoked,,AUSTRALIA,Swimming,,,N
1950.12.16,1950.0,Unprovoked,Afternoon,AUSTRALIA,Treading,M,20.0,Y
1950.11.29,1950.0,Provoked,,AUSTRALIA,Diving,M,17.0,N
1950.11.25,1950.0,Unprovoked,Afternoon,AUSTRALIA,surfing,M,21.0,N
1950.11.12,1950.0,Boating,,AUSTRALIA,Paddling,M,18.0,N
1950.10.08,1950.0,Unprovoked,Afternoon,USA,surfing,M,31.0,N
1950.10.04,1950.0,Unprovoked,Night,AUSTRALIA,Fishing,M,25.0,N
1950.08.06,1950.0,Provoked,Morning,EL SALVADOR,fishing,M,27.0,N
1950.08.00,1950.0,Unprovoked,Night,SAUDI ARABIA,Diving,M,,N
1950.07.27.R,1950.0,Boating,,AUSTRALIA,Fishing,,,N
1950.07.21,1950.0,Unprovoked,Afternoon,JAPAN,Swimming,M,19.0,Y
1950.07.19,1950.0,Provoked,,ITALY,Fishing,,,N
1950.07.14,1950.0,Unprovoked,Afternoon,CUBA,,M,30.0,N
1950.07.10,1950.0,Unprovoked,,USA,Swimming,M,11.0,N
1950.07.09,1950.0,Invalid,,USA,,M,,
1950.07.00,1950.0,Unprovoked,,USA,Goggle-diving,M,21.0,N
1950.06.25,1950.0,Unprovoked,,USA,Swimming,M,16.0,N
1950.06.06,1950.0,Sea Disaster,Morning,USA,carrying,M,25.0,Y
1950.05.24,1950.0,Unprovoked,Morning,SOUTH AFRICA,Treading,M,27.0,N
1950.05.01,1950.0,Boating,,ITALY,Fishing,M,,N
1950.04.09.b,1950.0,Sea Disaster,,AUSTRALIA,sinking,M,50.0,Y
1950.04.09.a,1950.0,Unprovoked,,SOUTH AFRICA,sitting,M,,N
1950.03.26,1950.0,Unprovoked,Afternoon,SOUTH AFRICA,Wading,M,,N
1950.03.08,1950.0,Unprovoked,Afternoon,SOUTH AFRICA,Lifesaving,M,20.0,Y
1950.03.01,1950.0,Invalid,,AUSTRALIA,,M,,
1950.02.18.R,1950.0,Unprovoked,,AUSTRALIA,Spearfishing,M,,N
1950.02.11,1950.0,Unprovoked,Afternoon,SOUTH AFRICA,surfing,M,14.0,Y
1950.01.16,1950.0,Invalid,Night,USA,,M,,
1950.01.12.R,1950.0,Unprovoked,,AUSTRALIA,Swimming,M,,N
1950.00.00.m,1950.0,Boating,,AUSTRALIA,Sitting,M,,N
1950.00.00.l,1950.0,Unprovoked,,SRI LANKA,fishing,M,,N
1950.00.00.k,1950.0,Unprovoked,,SRI LANKA,Spearfishing,M,,N
1950.00.00.j,1950.0,Unprovoked,,LIBERIA,Defecating,M,,Y
1950.00.00.i,1950.0,Unprovoked,Afternoon,INDONESIA,Bending,M,7.0,Y
1950.00.00.h,1950.0,Unprovoked,,USA,Standing,M,,N
1950.00.00.g,1950.0,Invalid,,USA,Spearfishing,M,,
1950.00.00.f,1950.0,Unprovoked,Afternoon,PANAMA,Bathing,M,,N
1950.00.00.e,1950.0,Unprovoked,,GREECE,Swimming,,,Y
1950.00.00.d,1950.0,Unprovoked,,SINGAPORE,Diving,M,,Y
1950.00.00.c,1950.0,Unprovoked,,NEW CALEDONIA,walking,M,,N
1950.00.00.b,1950.0,Unprovoked,,NEW CALEDONIA,collecting,M,,N
1950.00.00.a,1950.0,Unprovoked,,FIJI,,M,,N
1949.12.00.b,1949.0,Sea Disaster,,,sinking,M,,Y
1949.12.00.a,1949.0,Unprovoked,,AUSTRALIA,Lying,M,35.0,N
1949.11.20,1949.0,Unprovoked,Afternoon,AUSTRALIA,diving,M,36.0,N
1949.11.12,1949.0,Invalid,,AUSTRALIA,,M,,
1949.08.28.b,1949.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,21.0,N
1949.08.28.a,1949.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,34.0,Y
1949.08.17,1949.0,Invalid,,ITALY,Swimming,M,17.0,
1949.08.16,1949.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,18.0,N
1949.08.10.R,1949.0,Unprovoked,,ITALY,Swimming,M,21.0,N
1949.07.29,1949.0,Unprovoked,,IRAN,Swimming,M,18.0,N
1949.07.28,1949.0,Unprovoked,,IRAN,Swimming,M,18.0,Y
1949.07.25,1949.0,Unprovoked,Afternoon,USA,Floating,M,16.0,N
1949.07.16,1949.0,Provoked,,USA,Fishing,M,16.0,N
1949.06.13,1949.0,Sea Disaster,,CHINA,fishing,M,,Y
1949.05.16,1949.0,Unprovoked,,AUSTRALIA,Bathing,F,22.0,N
1949.05.13,1949.0,Provoked,,AUSTRALIA,Examining,M,26.0,N
1949.04.18,1949.0,Provoked,,AUSTRALIA,Fishing,M,,N
1949.04.17,1949.0,Unprovoked,Afternoon,AUSTRALIA,Bathing,M,13.0,Y
1949.04.13,1949.0,Unprovoked,,MEXICO,Bathing,M,,N
1949.03.00,1949.0,Boating,,AUSTRALIA,,,,UNKNOWN
1949.01.23,1949.0,Unprovoked,Afternoon,AUSTRALIA,Lifesaving,M,20.0,Y
1949.01.14,1949.0,Invalid,Afternoon,AUSTRALIA,Surfing,M,32.0,
1949.01.13,1949.0,Unprovoked,,AUSTRALIA,skiing,M,,N
1949.01.05,1949.0,Invalid,,AUSTRALIA,,,,
1949.00.00.g,1949.0,Boating,,ITALY,,M,,N
1949.00.00.f,1949.0,Unprovoked,,NEW GUINEA,,,,Y
1949.00.00.e,1949.0,Unprovoked,,PAPUA NEW GUINEA,,M,,N
1949.00.00.d,1949.0,Unprovoked,,PAPUA NEW GUINEA,,M,,N
1949.00.00.c,1949.0,Unprovoked,,PAPUA NEW GUINEA,Spearfishing,M,18.0,Y
1949.00.00.b,1949.0,Unprovoked,,PAPUA NEW GUINEA,Swimming,M,,N
1949.00.00.a,1949.0,Unprovoked,,NEW GUINEA,Swimming,M,,Y
1948.12.27,1948.0,Unprovoked,,AUSTRALIA,Swimming,M,17.0,Y
1948.12.26,1948.0,Unprovoked,Morning,AUSTRALIA,Treading,M,28.0,Y
1948.12.14.b,1948.0,Unprovoked,,IRAN,,M,19.0,N
1948.12.14.a,1948.0,Unprovoked,,CUBA,playing,M,14.0,N
1948.12.10,1948.0,Unprovoked,,AUSTRALIA,Fishing,M,,N
1948.12.05,1948.0,Sea Disaster,Night,NORTH PACIFIC OCEAN,involving,M,,Y
1948.11.18,1948.0,Unprovoked,,AUSTRALIA,diving,M,41.0,N
1948.09.22,1948.0,Unprovoked,Afternoon,GREECE,Swimming,M,17.0,Y
1948.09.19.b,1948.0,Unprovoked,,USA,Swimming,M,,N
1948.09.19.a,1948.0,Unprovoked,,USA,Fishing,M,,N
1948.09.17.R,1848.0,Unprovoked,,TURKEY,Swimming,M,,Y
1948.09.15,1948.0,Sea Disaster,,MID ATLANTIC OCEAN,,M,,Y
1948.09.02,1948.0,Unprovoked,,IRAN,Bathing,F,60.0,Y
1948.08.19,1948.0,Unprovoked,,IRAN,,M,13.0,Y
1948.08.03,1948.0,Unprovoked,,IRAN,Swimming,M,15.0,N
1948.08.00,1948.0,Provoked,,BAHAMAS,Spearing,M,41.0,N
1948.07.01,1948.0,Unprovoked,,USA,Swimming,M,46.0,Y
1948.06.06.R,1948.0,Unprovoked,,NORTHERN MARIANA ISLANDS,Swimming,M,,N
1948.05.10,1948.0,Provoked,,IRAN,,M,38.0,N
1948.04.10,1948.0,Provoked,,SOUTH AFRICA,Bringing,M,,N
1948.03.13.R,1948.0,Unprovoked,,KENYA,,M,,Y
1948.03.11,1948.0,Invalid,,SENEGAL,,,,
1948.03.00,1948.0,Provoked,,PAPUA NEW GUINEA,Spearfishing,M,30.0,N
1948.02.13,1948.0,Sea Disaster,,USA,carrying,M,,Y
1948.02.12,1948.0,Unprovoked,,AUSTRALIA,Swimming,M,16.0,Y
1948.01.25,1948.0,Unprovoked,,AUSTRALIA,skiing,M,,N
1948.00.00.d,1948.0,Provoked,Afternoon,USA,,M,48.0,N
1948.00.00.c,1948.0,Unprovoked,,NEW GUINEA,holding,M,,N
1948.00.00.b,1948.0,Provoked,,PAPUA NEW GUINEA,Spearfishing,M,,N
1948.00.00.a,1948.0,Boating,,SOUTH AFRICA,Fishing,,,N
1947.12.21,1947.0,Unprovoked,Afternoon,AUSTRALIA,Fishing,M,9.0,N
1947.12.15.R,1947.0,Invalid,,SOUTH AFRICA,,,,
1947.12.00,1947.0,Unprovoked,Morning,SENEGAL,Fishing,M,,Y
1947.11.23,1947.0,Boating,,AUSTRALIA,Fishing,,,N
1947.11.14.b,1947.0,Unprovoked,Night,AUSTRALIA,Fishing,M,17.0,N
1947.11.14.a,1947.0,Unprovoked,Night,AUSTRALIA,Fishing,M,16.0,N
1947.11.08.b,1947.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,12.0,Y
1947.11.08.a,1947.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,13.0,N
1947.11.00,1947.0,Unprovoked,,AUSTRALIA,,M,78.0,Y
1947.10.28,1947.0,Unprovoked,,AUSTRALIA,Fishing,M,,N
1947.10.10,1947.0,Unprovoked,,BRAZIL,Swimming,M,25.0,Y
1947.08.04,1947.0,Unprovoked,Morning,USA,Swimming,M,20.0,Y
1947.07.27.R,1947.0,Provoked,,USA,Fishing,M,46.0,N
1947.07.24.R,1947.0,Unprovoked,,AUSTRALIA,Diving,M,,N
1947.07.15,1947.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,20.0,N
1947.07.00,1947.0,Invalid,,GREECE,,M,,
1947.06.27,1947.0,Unprovoked,Morning,USA,Fishing,M,35.0,N
1947.06.16,1947.0,Boating,,AUSTRALIA,Fishing,,,N
1947.05.13.R,1947.0,Unprovoked,,KENYA,Swimming,M,,N
1947.04.20,1947.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,21.0,N
1947.04.11,1947.0,Unprovoked,Afternoon,SOUTH AFRICA,surfing,M,14.0,N
1947.04.06,1947.0,Unprovoked,,AUSTRALIA,Surfing,M,17.0,N
1947.04.00,1947.0,Provoked,Morning,PACIFIC OCEAN,Moving,M,29.0,N
1947.03.12,1947.0,Unprovoked,Afternoon,SOUTH AFRICA,Wading,M,18.0,N
1947.03.09,1947.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,22.0,N
1947.02.23,1947.0,Boating,,AUSTRALIA,Fishing,,,N
1947.02.06.R,1947.0,Provoked,,BAHAMAS,Attempting,M,,N
1947.02.00,1947.0,Unprovoked,,BRAZIL,Bathing,,,Y
1947.01.14,1947.0,Boating,,AUSTRALIA,Rowing,,17.0,N
1947.01.05,1947.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,18.0,N
1946.12.28,1946.0,Unprovoked,,AUSTRALIA,Swimming,M,23.0,N
1946.12.24.R,1946.0,Boating,,AUSTRALIA,,,,N
1946.11.20,1946.0,Unprovoked,,AUSTRALIA,diving,M,30.0,Y
1946.10.26.R,1946.0,Unprovoked,,MARSHALL ISLANDS,Fishing,M,,Y
1946.10.14,1946.0,Unprovoked,,AUSTRALIA,Swimming,M,15.0,N
1946.08.24,1946.0,Unprovoked,,ISRAEL,Fishing,M,15.0,N
1946.08.18,1946.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,30.0,Y
1946.07.18.b,1946.0,Unprovoked,,IRAN,,M,12.0,N
1946.07.18.a,1946.0,Unprovoked,,IRAN,Swimming,M,12.0,N
1946.06.28,1946.0,Unprovoked,,INDIA,Bathing,M,14.0,N
1946.05.09,1946.0,Unprovoked,,TANZANIA,Swimming,M,,N
1946.04.19,1946.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,17.0,Y
1946.04.00,1946.0,Boating,,AUSTRALIA,Fishing,,,N
1946.03.20,1946.0,Boating,Afternoon,AUSTRALIA,Fishing,M,28.0,N
1946.02.16,1946.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,21.0,N
1946.02.10.b,1946.0,Unprovoked,Afternoon,AUSTRALIA,Standing,M,18.0,N
1946.02.10.a,1946.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,18.0,N
1946.01.24.b,1946.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,15.0,N
1946.01.24.a,1946.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,,N
1946.01.17,1946.0,Unprovoked,,AUSTRALIA,,M,12.0,N
1946.01.07,1946.0,Unprovoked,Afternoon,SOUTH AFRICA,Jumping,M,18.0,N
1946.01.05,1946.0,Unprovoked,,AUSTRALIA,Swimming,F,14.0,Y
1946.01.01,1946.0,Unprovoked,Morning,SOUTH AFRICA,surfing,M,24.0,N
1946.00.00.c,1946.0,Boating,,SOUTH AFRICA,,,,N
1946.00.00.b,1946.0,Boating,,SOUTH AFRICA,,,,N
1946.00.00.a,1946.0,Unprovoked,,PERSIAN GULF,,F,,N
1945.09.23,1945.0,Unprovoked,"""shortly before dusk""",HONG KONG,Bathing,M,,Y
1945.09.19,1945.0,Sea Disaster,,JAPAN,swimming,M,20.0,N
1945.09.16,1945.0,Sea Disaster,,JAPAN,swimming,M,,Y
1945.09.06,1945.0,Unprovoked,,IRAN,Swimming,M,13.0,N
1945.08.19,1945.0,Unprovoked,,IRAN / IRAQ,,M,,N
1945.08.06,1945.0,Unprovoked,,USA,,,,Y
1945.07.30,1945.0,Sea Disaster,,PHILIPPINES,,,,Y
1945.07.00,1945.0,Sea Disaster,Night,JAVA,,,,Y
1945.06.15,1945.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,,Y
1945.05.08,1945.0,Unprovoked,,USA,Swimming,M,,Y
1945.03.06,1945.0,Unprovoked,Afternoon,SOUTH AFRICA,Walking,M,37.0,N
1945.02.05,1945.0,Unprovoked,,ISRAEL,Swimming,M,,N
1945.00.00.d,1945.0,Unprovoked,,JAMAICA,Diving,M,,N
1945.00.00.c,1945.0,Unprovoked,,CUBA,Playing,M,,Y
1945.00.00.b,1945.0,Unprovoked,,PANAMA,Bathing,F,8.0,N
1945.00.00.a,1945.0,Unprovoked,Afternoon,IRAQ,Swimming,M,15.0,N
1944.12.18,1944.0,Sea Disaster,,PHILIPPINES,Swimming,M,19.0,N
1944.12.02,1944.0,Provoked,,USA,Fishing,,,N
1944.11.08,1944.0,Sea Disaster,,SIERRA LEONE,,M,18.0,Y
1944.11.01,1944.0,Invalid,,AUSTRALIA,Swimming,M,,
1944.10.26.b,1944.0,Sea Disaster,,PHILIPPINES,landing,M,,Y
1944.10.26.a,1944.0,Sea Disaster,, PHILIPPINES,,M,,Y
1944.10.25.b,1944.0,Sea Disaster,,PHILIPPINES,swimming,M,,Y
1944.10.25.a,1944.0,Unprovoked,,PHILIPPINES,,M,,N
1944.10.24,1944.0,Sea Disaster,>17h30,,,M,,Y
1944.10.23.R,1944.0,Boating,,AUSTRALIA,Fishing,,,N
1944.09.03,1944.0,Unprovoked,,USA,Swimming,M,13.0,N
1944.09.00,1944.0,Unprovoked,,CARIBBEAN SEA,,M,,Y
1944.08.20,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,19.0,Y
1944.07.22,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,17.0,Y
1944.06.23,1944.0,Invalid,,NORTH PACIFIC OCEAN,,M,,
1944.05.31,1944.0,Unprovoked,,USA,Bathing,F,15.0,N
1944.05.24.R,1944.0,Unprovoked,,SAMOA,,,,N
1944.05.04,1944.0,Unprovoked,,PANAMA,,M,,Y
1944.04.00,1944.0,Unprovoked,,NICARAGUA,,,,Y
1944.03.26.b,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,18.0,N
1944.03.26.a,1944.0,Unprovoked,Morning,SOUTH AFRICA,Standing,M,23.0,Y
1944.03.14,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,16.0,N
1944.02.27,1944.0,Unprovoked,>14h30,SOUTH AFRICA,Treading,M,,N
1944.02.18,1944.0,Unprovoked,,INDIA,Bathing,M,12.0,Y
1944.01.20,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,surfing,M,22.0,Y
1944.01.16,1944.0,Boating,,AUSTRALIA,Fishing,M,,N
1944.01.14,1944.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,14.0,N
1944.01.04,1944.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,26.0,Y
1944.00.00.c,1944.0,Sea Disaster,,SOUTH PACIFIC OCEAN,,M,,Y
1944.00.00.b,1944.0,Sea Disaster,,ITALY,,M,,Y
1944.00.00.a,1944.0,Unprovoked,,NEW GUINEA,,M,,Y
1943.12.12,1943.0,Unprovoked,Morning,SOUTH AFRICA,Treading,M,17.0,Y
1943.12.04,1943.0,Sea Disaster,,USA,,M,,Y
1943.11.21,1943.0,Unprovoked,,SOUTH AFRICA,Swimming,M,,N
1943.11.11,1943.0,Sea Disaster,,PACIFIC OCEAN,,M,,Y
1943.10.26,1943.0,Invalid,,USA,,M,,
1943.09.23,1943.0,Unprovoked,Afternoon,PANAMA,,M,20.0,Y
1943.08.00,1943.0,Sea Disaster,,ITALY,Flying,M,,N
1943.07.18,1943.0,Sea Disaster,,USA,Treading,M,,Y
1943.07.00.b,1943.0,Boating,,PORTUGAL,Fishing,,,N
1943.07.00.a,1943.0,Invalid,Between 11h00 & 12h00,MEXICO,Swimming,M,68.0,
1943.06.16,1943.0,Boating,,AUSTRALIA,Fishing,M,18.0,N
1943.05.27,1943.0,Invalid,,PACIFIC OCEAN,during,M,,
1943.05.17.b,1943.0,Sea Disaster,,CENTRAL PACIFIC,Reading,M,26.0,N
1943.05.17.a,1943.0,Sea Disaster,,CENTRAL PACIFIC,Reading,M,,Y
1943.05.14,1943.0,Sea Disaster,Afternoon,AUSTRALIA,,M,,Y
1943.05.01.R,1943.0,Sea Disaster,,INDIAN OCEAN,clinging,M,,N
1943.04.05,1943.0,Invalid,,USA,swimming,M,,
1943.03.21,1943.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,31.0,Y
1943.03.14,1943.0,Sea Disaster,,SIERRA LEONE,,,,Y
1943.03.02.b,1943.0,Sea Disaster,Afternoon,BRAZIL,,,,Y
1943.03.02.a,1943.0,Sea Disaster,,PAPUA NEW GUINEA,guarding,,,Y
1943.01.26,1943.0,Sea Disaster,,PACIFIC OCEAN,,M,,Y
1943.00.00.f,1943.0,Unprovoked,,MEXICO,Swimming,,,Y
1943.00.00.e,1943.0,Unprovoked,,SOLOMON ISLANDS,Swimming,M,,N
1943.00.00.d,1943.0,Unprovoked,,IRAQ,Swimming,M,22.0,N
1943.00.00.c,1943.0,Unprovoked,,USA,Spearfishing,M,,N
1943.00.00.b,1943.0,Unprovoked,,USA,Spearfishing,M,,N
1943.00.00.a,1943.0,Unprovoked,,USA,,M,,UNKNOWN
1942.12.26,1942.0,Unprovoked,Morning,AUSTRALIA,paddling,F,15.0,Y
1942.11.28,1942.0,Sea Disaster,Morning,SOUTH AFRICA,,M,,Y
1942.11.25,1942.0,Unprovoked,,SOUTH AFRICA,Swimming,M,38.0,N
1942.11.16,1942.0,Sea Disaster,,SOLOMON ISLANDS,,M,19.0,N
1942.11.21,1942.0,Sea Disaster,,INDIAN OCEAN,,M,,Y
1942.11.13.c,1942.0,Sea Disaster,,SOLOMON ISLANDS,travelling,M,,N
1942.11.13.b,1942.0,Sea Disaster,Morning,SOLOMON ISLANDS / VANUATU,sinking,M,,Y
1942.11.13.a,1942.0,Sea Disaster,,SOLOMON ISLANDS,,M,,Y
1942.11.01,1942.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,18.0,Y
1942.11.00.b,1942.0,Provoked,,PACIFIC OCEAN,,M,,N
1942.11.00.a,1942.0,Sea Disaster,,,,M,,Y
1942.10.12,1942.0,Sea Disaster,,SOLOMON ISLANDS,wearing,M,25.0,N
1942.09.30,1942.0,Sea Disaster,,ATLANTIC OCEAN,,,,N
1942.09.12.b,1942.0,Sea Disaster,,ATLANTIC OCEAN,,M,,N
1942.09.12.a,1942.0,Unprovoked,Afternoon,AUSTRALIA,Treading,M,24.0,N
1942.09.11,1942.0,Sea Disaster,,SOUTHWEST PACIFIC OCEAN,,M,,Y
1942.08.08,1942.0,Sea Disaster,,SOLOMON ISLANDS,,M,,N
1942.07.12,1942.0,Sea Disaster,,ATLANTIC OCEAN,,M,32.0,Y
1942.07.06,1942.0,Provoked,,ITALY,Sculling,M,20.0,N
1942.06.11.R,1942.0,Sea Disaster,,BAY OF BENGAL,,M,,Y
1942.06.08.R,1942.0,Invalid,,BRAZIL,during,M,,
1942.06.04,1942.0,Unprovoked,,USA,,M,,N
1942.06.00,1942.0,Unprovoked,,,,M,,N
1942.05.09,1942.0,Unprovoked,,AUSTRALIA,Diving,M,,N
1942.04.05,1942.0,Invalid,,INDIAN OCEAN,,,,
1942.03.08,1942.0,Sea Disaster,Ship aban-doned at 03h10,CUBA,,M,,Y
1942.03.04,1942.0,Invalid,,AUSTRALIA,,M,18.0,
1942.01.18,1942.0,Boating,,AUSTRALIA,,,,N
1942.01.04,1942.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,F,28.0,Y
1942.01.00,1942.0,Provoked,,AUSTRALIA,Surf-skiing,M,,N
1942.00.00.k,1942.0,Sea Disaster,,INDONESIA,waiting,M,,Y
1942.00.00.j,1942.0,Boating,,AUSTRALIA,Fishing,M,,N
1942.00.00.i,1942.0,Unprovoked,,PHILIPPINES,Sailing,M,,Y
1942.00.00.h,1942.0,Boating,,SOUTH AFRICA,,,,N
1942.00.00.g,1942.0,Boating,,SOUTH AFRICA,,,,N
1942.00.00.f,1942.0,Unprovoked,Afternoon,BAHAMAS,Swimming,M,48.0,N
1942.00.00.e,1942.0,Sea Disaster,,,,M,,Y
1942.00.00.d,1942.0,Sea Disaster,,MID-PACIFC OCEAN,,M,,N
1942.00.00.c,1942.0,Sea Disaster,,SOUTHWEST PACIFIC OCEAN,,M,,N
1942.00.00.b,1942.0,Boating,,,,M,,N
1942.00.00.a,1942.0,Unprovoked,,PANAMA,Swimming,M,,Y
1941.12.07,1941.0,Sea Disaster,,SOUTH ATLANTIC OCEAN,burning,,,Y
1941.12.03,1941.0,Unprovoked,Night,AUSTRALIA,Swimming,M,10.0,N
1941.11.27.b,1941.0,Sea Disaster,,SOUTH ATLANTIC OCEAN,,M,23.0,N
1941.11.27.a,1941.0,Sea Disaster,,SOUTH ATLANTIC OCEAN,,M,,N
1941.11.24,1941.0,Sea Disaster,,SOUTH ATLANTIC OCEAN,,,,Y
1941.11.19,1941.0,Sea Disaster,,AUSTRALIA,,M,,N
1941.09.25,1941.0,Unprovoked,Night,CARIBBEAN SEA,,M,,Y
1941.08.21.R,1941.0,Provoked,,USA,Fishing,,,N
1941.08.05,1941.0,Invalid,,AUSTRALIA,Swimming,M,,
1941.08.01,1941.0,Unprovoked,,USA,Swimming,M,20.0,N
1941.07.22,1941.0,Boating,Afternoon,USA,Fishing,,,N
1941.07.01,1941.0,Provoked,,USA,Fishing,M,,N
1941.06.15,1941.0,Provoked,Afternoon,USA,Fishing,M,43.0,N
1941.06.00,1941.0,Sea Disaster,Afternoon,PACIFIC OCEAN,,M,,Y
1941.03.24,1941.0,Sea Disaster,,SOUTH ATLANTIC OCEAN,,M,,N
1941.03.09,1941.0,Provoked,Night,USA,Fishing,M,53.0,N
1941.02.13.,1941.0,Provoked,,AUSTRALIA,Fishing,M,34.0,N
1941.02.01,1941.0,Provoked,Morning,JAMAICA,netting,M,,N
1941.01.29,1941.0,Unprovoked,Afternoon,SOUTH ATLANTIC OCEAN,Rescuing,M,19.0,N
1941.01.00,1941.0,Sea Disaster,,ATLANTIC OCEAN,,M,,Y
1941.00.00.h,1941.0,Unprovoked,,SOLOMON ISLANDS,Floating,M,,N
1941.00.00.f,1941.0,Unprovoked,Morning,IRAN,Standing,M,,Y
1941.00.00.e,1941.0,Unprovoked,,IRAN,,M,,Y
1941.00.00.d,1941.0,Unprovoked,,IRAN,,M,,N
1941.00.00.c,1941.0,Unprovoked,,IRAN,,M,6.0,Y
1941.00.00.b,1941.0,Unprovoked,,IRAN,Standing,M,,Y
1941.00.00.a,1941.0,Unprovoked,,PAPUA NEW GUINEA,,M,14.0,N
1940.12.28,1940.0,Unprovoked,Morning,AUSTRALIA,Standing,M,23.0,Y
1940.12.20,1940.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,17.0,Y
1940.12.19.R,1940.0,Unprovoked,,AUSTRALIA,Fishing,M,,N
1940.12.10,1940.0,Provoked,,AUSTRALIA,Collecting,M,,N
1940.09.00,1940.0,Unprovoked,,PANAMA,Bathing,M,18.0,Y
1940.07.13.b,1940.0,Unprovoked,,USA,Standing,M,,N
1940.07.13.a,1940.0,Unprovoked,,USA,Standing,M,,N
1940.06.30,1940.0,Unprovoked,,USA,Fishing,M,,N
1940.03.31,1940.0,Unprovoked,Morning,SOUTH AFRICA,Treading,M,25.0,Y
1940.03.20,1940.0,Unprovoked,,AUSTRALIA,diving,M,,N
1940.02.22,1940.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,17.0,Y
