Case Number,Year,Type,time,Country,Activity,sex,age,fatal
2015.11.03,2015.0,Unprovoked,Morning,USA,Swimming,M,54.0,N
2015.11.01.b,2015.0,Unprovoked,Afternoon,USA,Wading,F,28.0,N
2015.11.01.a,2015.0,Unprovoked,Night,MOZAMBIQUE,Fishing,M,19.0,N
2015.10.30,2015.0,Unprovoked,,AUSTRALIA,Spearfishing,M,50.0,N
2015.10.28.a,2015.0,Unprovoked,Afternoon,USA,boarding,M,10.0,N
2015.10.25,2015.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,42.0,N
2015.10.21,2015.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
2015.10.19,2015.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
2015.10.17.c,2015.0,Unprovoked,,MOZAMBIQUE,Fishing,F,35.0,Y
2015.10.17.b,2015.0,Invalid,Afternoon,USA,Surfing,M,32.0,
2015.10.17.a,2015.0,Unprovoked,Morning,USA,Swimming,M,44.0,N
2015.10.13,2015.0,Boating,Morning,USA,Fishing,M,,N
2015.10.09.b,2015.0,Unprovoked,Afternoon,USA,boarding,F,9.0,N
2015.10.09.a,2015.0,Unprovoked,Morning,USA,Surfing,M,25.0,N
2015.10.08,2015.0,Unprovoked,,MOZAMBIQUE,Fishing,M,,N
2015.10.07,2015.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,18.0,N
2015.10.05.b,2015.0,Unprovoked,Afternoon,USA,boarding,M,22.0,N
2015.10.05.a,2015.0,Unprovoked,Morning,USA,Wading,M,13.0,N
2015.10.04,2015.0,Unprovoked,Morning,USA,Surfing,M,14.0,N
2015.09.29,2015.0,Unprovoked,Afternoon,USA,Surfing,M,22.0,N
2015.09.26,2015.0,Unprovoked,Afternoon,AUSTRALIA,Snorkeling,F,7.0,N
2015.09.24,2015.0,Boating,Morning,USA,fishing,M,,N
2015.09.20.d,2015.0,Unprovoked,Afternoon,USA,Surfing,M,14.0,N
2015.09.20.c,2015.0,Unprovoked,Afternoon,USA,Spearfishing,M,27.0,N
2015.09.20.b,2015.0,Unprovoked,Afternoon,USA,Wading,M,12.0,N
2015.09.20.a,2015.0,Unprovoked,Morning,USA,Photographing,M,16.0,N
2015.09.19,2015.0,Boating,,USA,Fishing,M,,N
2015.09.18,2015.0,Unprovoked,Afternoon,USA,Swimming,M,,N
2015.09.17,2015.0,Unprovoked,Afternoon,USA,Surfing,M,20.0,N
2015.09.08,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,42.0,N
2015.09.06,2015.0,Unprovoked,Afternoon,USA,Paddleboarding,F,50.0,N
2015.09.05,2015.0,Provoked,Afternoon,USA,Fishing,M,29.0,N
2015.09.04,2015.0,Unprovoked,Morning,AUSTRALIA,Surf-skiing,M,62.0,N
2015.09.03,2015.0,Unprovoked,Afternoon,USA,,M,,N
2015.09.01,2015.0,Unprovoked,Morning,THAILAND,Wading,F,37.0,N
2015.09.00,2015.0,Unprovoked,,FIJI,Spearfishing,M,,N
2015.08.29.b,2015.0,Unprovoked,Morning,USA,Surfing,F,54.0,N
2015.08.29.a,2015.0,Unprovoked,Morning,USA,Surfing,M,21.0,N
2015.08.22.b,2015.0,Invalid,Afternoon,USA,,M,,
2015.08.22.a,2015.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,38.0,N
2015.08.20,2015.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
2015.08.19,2015.0,Unprovoked,Afternoon,USA,Walking,F,10.0,N
2015.08.18.b,2015.0,Boating,Morning,USA,Fishing,M,22.0,N
2015.08.18.a,2015.0,Invalid,Morning,SPAIN,Swimming,M,10.0,
2015.08.10,2015.0,Provoked,Morning,USA,Spearfishing,M,57.0,N
2015.07.31,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,52.0,N
2015.07.28,2015.0,Unprovoked,,COSTA RICA,Surfing,M,47.0,N
2015.07.27,2015.0,,,AUSTRALIA,Surfing,M,40.0,
2015.07.26.b,2015.0,Unprovoked,Afternoon,USA,Surfing,M,25.0,N
2015.07.26.a,2015.0,Invalid,Morning,USA,Floating,F,35.0,
2015.07.25,2015.0,Unprovoked,Morning,AUSTRALIA,diving,M,46.0,Y
2015.07.23.b,2015.0,Provoked,,USA,Fishing,M,31.0,N
2015.07.23.a,2015.0,Unprovoked,,AUSTRALIA,Surfing,M,40.0,N
2015.07.22,2015.0,Unprovoked,,REUNION,Surfing,M,45.0,N
2015.07.19,2015.0,Unprovoked,,SOUTH AFRICA,Surfing,M,34.0,N
2015.07-10,2015.0,Unprovoked,Morning,USA,Surfing,M,38.0,N
2015.07.08,2015.0,Invalid,,USA,Treading,M,39.0,
2015.07.06,2015.0,Invalid,,FRENCH POLYNESIA,Swimming,M,,
2015.07.04.b,2015.0,Unprovoked,,BAHAMAS,Spearfishing,F,23.0,N
2015.07.04.a,2015.0,Unprovoked,Afternoon,USA,,M,32.0,N
2015.07.03,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,52.0,N
2015.07.02,2015.0,Unprovoked,Morning,AUSTRALIA,boarding,M,32.0,N
2015.07.01,2015.0,Unprovoked,Afternoon,USA,Swimming,M,68.0,N
2015.06.30.b,2015.0,Unprovoked,,AUSTRALIA,Surfing,M,,N
2015.06.30.a,2015.0,Unprovoked,Afternoon,USA,Playing,M,12.0,N
2015.06.27.b,2015.0,Unprovoked,Afternoon,USA,Swimming,M,18.0,N
2015.06.27.a,2015.0,Unprovoked,Afternoon,SOUTH AFRICA,Boarding,M,19.0,N
2015.06.26.c,2015.0,Invalid,Afternoon,USA,Swimming,F,,
2015.06.26.b,2015.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,23.0,N
2015.06.26.a,2015.0,Unprovoked,Morning,USA,Standing,M,43.0,N
2015.06.25.R,2015.0,Provoked,,AUSTRALIA,Swimming,M,19.0,N
2015.06.25,2015.0,Unprovoked,Morning,USA,,M,47.0,N
2015.06.24.b,2015.0,Unprovoked,Afternoon,USA,Swimming,M,6.0,N
2015.06.24.a,2015.0,Invalid,Morning,AUSTRALIA,Surfing,F,37.0,N
2015.06.23,2015.0,Unprovoked,,USA,Standing,M,9.0,N
2015.06.19,2015.0,Unprovoked,Morning,PUERTO RICO,Spearfishing,M,36.0,N
2015.06.17,2015.0,Unprovoked,Afternoon,USA,Swimming,M,10.0,N
2015.06.14.b,2015.0,Unprovoked,Afternoon,USA,Wading,M,16.0,N
2015.06.14.a,2015.0,Unprovoked,Afternoon,USA,Wading,F,12.0,N
2015.06.13,2015.0,Unprovoked,,USA,,F,,N
2015.06.11,2015.0,Unprovoked,Afternoon,USA,boarding,F,13.0,N
2015.06.07,2015.0,Unprovoked,Morning,USA,Playing,M,11.0,N
2015.06.05,2015.0,Unprovoked,,USA,Attempting,F,17.0,N
2015.06.01,2015.0,Unprovoked,Afternoon,REUNION,Surfing,M,47.0,N
2015.05.29.b,2015.0,Unprovoked,Afternoon,USA,Standing,F,14.0,N
2015.05.29.a,2015.0,Unprovoked,Afternoon,USA,Wading,F,19.0,N
2015.05.25,2015.0,Unprovoked,Morning,FRENCH POLYNESIA,Spearfishing,M,19.0,N
2015.05.24,2015.0,Unprovoked,,USA,Swimming,F,13.0,N
2015.05.20,2015.0,Unprovoked,Morning,USA,Surfing,M,18.0,N
2015.05.15,2015.0,Unprovoked,Afternoon,USA,,M,30.0,N
2015.05.09,2015.0,Unprovoked,,NEW CALEDONIA,Snorkeling,M,50.0,Y
2015.05.07,2015.0,Unprovoked,Afternoon,USA,Swimming,M,,N
2015.05.03,2015.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2015.05.02,2015.0,Unprovoked,Afternoon,SOUTH AFRICA,Diving,M,29.0,N
2015.04.29,2015.0,Unprovoked,Morning,USA,Snorkeling,F,65.0,Y
2015.04.26,2015.0,Unprovoked,Afternoon,USA,Wading,M,63.0,N
2015.04.25,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,26.0,N
2015.04.24.c,2015.0,Unprovoked,Morning,AUSTRALIA,skiing,M,71.0,N
2015.04.13,2015.0,Unprovoked,,USA,Photographing,M,48.0,N
2015.04.12,2015.0,Unprovoked,Morning,REUNION,Surfing,M,13.0,Y
2015.04.11,2015.0,Unprovoked,Morning,AUSTRALIA,boarding,M,,N
2015.04.03,2015.0,Unprovoked,Afternoon,USA,Spearfishing,M,70.0,N
2015.03.29,2015.0,Invalid,,ITALY,Diving,M,43.0,
2015.03.31,2015.0,Invalid,Morning,BRAZIL,Surfing,M,23.0,
2015.03.26,2015.0,Boating,,SOUTH AFRICA,Fishing,M,36.0,N
2015.03.21,2015.0,Unprovoked,,EGYPT,Swimming,M,52.0,Y
2015.03.18,2015.0,Unprovoked,Morning,USA,Standing,M,58.0,N
2015.03.16,2015.0,Unprovoked,Morning,FRENCH POLYNESIA,feeding,M,9.0,N
2015.03.11,2015.0,Boating,Morning,AUSTRALIA,Fishing,M,,N
2015.03.10,2015.0,Provoked,Morning,MEXICO,Fishing,M,36.0,N
2015.03.07,2015.0,Unprovoked,,FRENCH POLYNESIA,Sitting,M,18.0,N
2015.02.15,2015.0,Boating,,ATLANTIC OCEAN,Rowing,,,N
2015.02.14,2015.0,Unprovoked,Afternoon,REUNION,Swimming,F,22.0,Y
2015.02.09,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,41.0,Y
2015.02.08,2015.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,35.0,N
2015.02.05,2015.0,Unprovoked,,AUSTRALIA,Bodysurfing,M,,N
2015.01.30,2015.0,Boating,Night,AUSTRALIA,Rowing,M,57.0,N
2015.01.27,2015.0,Provoked,Night,USA,fishing,M,20.0,N
2015.01.24,2015.0,Unprovoked,,AUSTRALIA,Surfing,M,,N
2015.01.23,2015.0,Unprovoked,Afternoon,SOUTH AFRICA,Floating,M,24.0,N
2015.01.19.b,2015.0,Boating,,USA,Fishing,M,,N
2015.01.19.a,2015.0,Invalid,,AUSTRALIA,Surfing,F,,
2015.01.17,2015.0,Boating,Afternoon,AUSTRALIA,Fishing,M,,N
2015.01.16,2015.0,Unprovoked,,AUSTRALIA,Filming,M,17.0,N
2015.01.08,2015.0,Invalid,Night,USA,Swimming,M,38.0,
2015.01.06,2015.0,Unprovoked,Afternoon,BAHAMAS,Snorkeling,F,34.0,N
2015.01.03,2015.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,15.0,N
2015.01.01,2015.0,Unprovoked,Afternoon,USA,,M,12.0,N
2014.12.29.b,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,,,N
2014.12.29.a,2014.0,Unprovoked,Morning,AUSTRALIA,Spearfishing,M,17.0,Y
2014.12.28.d,2014.0,Sea Disaster,,GREECE,,,,N
2014.12.28.c,2014.0,Invalid,Morning,SOUTH AFRICA,Swimming,,,
2014.12.28.b,2014.0,Unprovoked,Morning,USA,Surfing,M,50.0,N
2014.12.28.a,2014.0,Provoked,Morning,AUSTRALIA,Fishing,M,,N
2014.12.23.R,2014.0,Unprovoked,,JAPAN,Diving,M,,N
2014.12.15,2014.0,Unprovoked,Morning,AUSTRALIA,Spearfishing,M,17.0,Y
2014.12.03.R,2014.0,Provoked,Morning,SPAIN,Fishing,M,,N
2014.11.29,2014.0,Unprovoked,Sometime between 06h00 & 08hoo,AUSTRALIA,Surfing,M,13.0,N
2014.11.20,2014.0,Provoked,,MAURITIUS,Fishing,M,39.0,Y
2014.11.19,2014.0,Boating,,AUSTRALIA,Fishing,M,,N
2014.11.17,2014.0,Boating,,USA,,,,N
2014.11.16,2014.0,Unprovoked,Afternoon,USA,Surfing,M,44.0,N
2014.11.13,2014.0,Unprovoked,Afternoon,USA,Snorkeling,M,53.0,N
2014.11.10,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,,N
2014.11.08,2014.0,Unprovoked,Afternoon,USA,Surfing,M,18.0,N
2014.10.31,2014.0,Unprovoked,Morning,USA,Surfing,F,34.0,N
2014.10.30,2014.0,Provoked,Afternoon,AUSTRALIA,Surfing,M,20.0,N
2014.10.22,2014.0,Unprovoked,Morning,USA,Paddleboarding,F,,N
2014.10.20,2014.0,Unprovoked,Morning,USA,Paddleboarding,M,,N
2014.10.19,2014.0,Boating,,USA,Canoeing,F,,N
2014.10.18,2014.0,Unprovoked,Morning,USA,Surfing,M,,N
2014.10.17,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,F,13.0,N
2014.10.14,2014.0,Unprovoked,,USA,Standing,F,7.0,N
2014.10.12,2014.0,Unprovoked,Afternoon,USA,surfing,F,,N
2014.10.11,2014.0,Boating,Afternoon,AUSTRALIA,Kayaking,M,,N
2014.10.05.b,2014.0,Unprovoked,Morning,USA,Surfing,M,29.0,N
2014.10.07,2014.0,Unprovoked,Afternoon,USA,Fishing,F,40.0,N
2014.10.05.a,2014.0,Unprovoked,Morning,USA,Surfing,M,15.0,N
2014.10.03.b,2014.0,Boating,Afternoon,USA,Kayaking,M,,N
2014.10.03.a,2014.0,Boating,Morning,USA,Kayaking,M,,N
2014.10.02.b,2014.0,Unprovoked,Afternoon,USA,Surfing,M,28.0,N
2014.10.02.a,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,23.0,N
2014.09.21,2014.0,Unprovoked,Morning,USA,Surfing,M,,N
2014.09.13.R,2014.0,Unprovoked,,FRENCH POLYNESIA,Feeding,F,36.0,N
2014.09.13,2014.0,Invalid,Afternoon,USA,Surfing,M,,
2014.09.09,2014.0,Unprovoked,Morning,AUSTRALIA,Swimming,M,50.0,Y
2014.09.06,2014.0,Unprovoked,Afternoon,USA,Fishing,M,43.0,N
2014.09.03,2014.0,Boating,Afternoon,USA,Kayaking,F,,N
2014.09.02,2014.0,Provoked,Night,USA,Fishing,M,52.0,N
2014.09.00,2014.0,Unprovoked,,SPAIN,Playing,M,16.0,N
2014.08.31,2014.0,Unprovoked,Afternoon,USA,surfing,F,13.0,N
2014.08.29.b,2014.0,Unprovoked,,USA,Surfing,M,17.0,N
2014.08.29.a,2014.0,Invalid,Afternoon,USA,,,,
2014.08.28,2014.0,Provoked,,USA,Fishing,M,33.0,N
2014.08.27.c,2014.0,Unprovoked,,SPAIN,Swimming,F,,N
2014.08.27.b,2014.0,Unprovoked,,USA,Surfing,M,29.0,N
2014.08.27.a,2014.0,Unprovoked,Afternoon,USA,Standing,F,,N
2014.08.25,2014.0,Provoked,,USA,Fishing,M,,N
2014.08.24,2014.0,Unprovoked,,USA,boarding,,,N
2014.08.16,2014.0,Unprovoked,,AUSTRALIA,Spearfishing,M,31.0,N
2014.08.12,2014.0,Unprovoked,Morning,USA,Standing,M,,N
2014.08.10,2014.0,Unprovoked,,USA,,M,26.0,N
2014.08.09.R,2014.0,Unprovoked,,BAHAMAS,Spearfishing,M,,N
2014.08.09,2014.0,Unprovoked,Afternoon,USA,Swimming,F,10.0,N
2014.08.08,2014.0,Unprovoked,Afternoon,USA,Swimming,M,7.0,N
2014.08.06,2014.0,Unprovoked,Afternoon,USA,boarding,M,10.0,N
2014.08.05,2014.0,Unprovoked,,USA,Swimming,F,45.0,N
2014.08.02,2014.0,Unprovoked,,USA,Surfing,M,,N
2014.08.02,2014.0,Unprovoked,Afternoon,USA,boarding,M,8.0,N
2014.08.01,2014.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,20.0,N
2014.08.00,2014.0,Invalid,,,,M,,
2014.07.27,2014.0,Unprovoked,,USA,Swimming,M,,N
2014.07.22,2014.0,Unprovoked,Afternoon,REUNION,Surfing,M,51.0,N
2014.07.21,2014.0,Unprovoked,Morning,USA,Standing,M,8.0,N
2014.07.20,2014.0,Unprovoked,,SPAIN,Wading,,,N
2014.07.16,2014.0,Unprovoked,Afternoon,USA,Swimming,M,61.0,N
2014.07.14,2014.0,Unprovoked,Afternoon,USA,Swimming,M,39.0,N
2014.07.13,2014.0,Invalid,Night,BAHAMAS,diving,M,63.0,
2014.07.12,2014.0,Unprovoked,,USA,surfing,M,,N
2014.07.09,2014.0,Unprovoked,Afternoon,USA,Surfing,M,14.0,N
2014.07.05.b,2014.0,Provoked,Morning,USA,Swimming,M,,N
2014.07.05.a,2014.0,Unprovoked,Morning,USA,Surfing,M,,N
2014.07.03,2014.0,Unprovoked,Afternoon,USA,surfing,M,19.0,N
2014.06.27.R,2014.0,Boat,,ST. MARTIN,Rowing,M,48.0,N
2014.06.25,2014.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,42.0,N
2014.06.18.b,2014.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2014.06.18.a,2014.0,Unprovoked,Afternoon,AUSTRALIA,boarding,M,15.0,N
2014.06.17.R,2014.0,Provoked,,AUSTRALIA,Petting,M,,N
2014.06.09.c,2014.0,Unprovoked,,BRAZIL,Fishing,M,43.0,N
2014.06.09.b,2014.0,Unprovoked,Afternoon,USA,Standing,M,16.0,N
2014.06.09.a,2014.0,Unprovoked,Morning,AUSTRALIA,boarding,M,39.0,N
2014.06.08,2014.0,Unprovoked,Afternoon,JAPAN,Surfing,M,43.0,N
2014.06.07,2014.0,Unprovoked,Afternoon,USA,Kneeling,F,14.0,N
2014.06.01.c,2014.0,Unprovoked,Afternoon,USA,Swimming,F,22.0,N
2014.06.01.b,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,,N
2014.06.01.a,2014.0,Unprovoked,,USA,Tagging,F,37.0,N
2014.05.27.R,2014.0,Unprovoked,,AUSTRALIA,,F,29.0,N
2014.05.23,2014.0,Unprovoked,Morning,FRANCE,diving,M,,N
2014.05.22,2014.0,Provoked,,AUSTRALIA,Teasing,M,10.0,N
2014.05.15,2014.0,Unprovoked,Morning,USA,boarding,F,38.0,N
2014.05.14,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,35.0,N
2014.05.13,2014.0,Unprovoked,Morning,USA,Wading,F,44.0,N
2014.05.11,2014.0,Unprovoked,,USA,Surfing,M,12.0,N
2014.05.10.R,2014.0,Invalid,,USA,Diving,M,,
2014.05.06,2014.0,Unprovoked,Afternoon,USA,Swimming,F,40.0,N
2014.05.04,2014.0,Unprovoked,,SOUTH AFRICA,Diving,,,N
2014.05.01,2014.0,Unprovoked,Afternoon,USA,Surfing,M,23.0,N
2014.04.24,2014.0,Unprovoked,,AUSTRALIA,Spearfishing,M,,N
2014.04.22,2014.0,Unprovoked,Afternoon,USA,Swimming,M ,42.0,N
2014.04.15,2014.0,Unprovoked,Morning,USA,Wading,M,25.0,N
2014.04.12.R,2014.0,Boat,,SOUTH AFRICA,watching,,,N
2014.04.12,2014.0,Provoked,Morning,SOUTH AFRICA,Fishing,M,,N
2014.04.04.b,2014.0,Unprovoked,Afternoon,USA,Surfing,M,,N
2014.04.04.a,2014.0,Unprovoked,Afternoon,USA,Surfing,M,,N
2014.04.03,2014.0,Unprovoked,Morning,AUSTRALIA,Swimming,F,63.0,Y
2014.03.29,2014.0,Invalid,Afternoon,AUSTRALIA,Diving,M,38.0,
2014.03.22.b,2014.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,66.0,Y
2014.03.22.a,2014.0,Unprovoked,,USA,Surfing,M,,N
2014.03.21,2014.0,Unprovoked,,USA,Surfing,M,9.0,N
2014.03.18.c,2014.0,Unprovoked,Afternoon,NEW CALEDONIA,Surfing,M,42.0,N
2014.03.18.b,2014.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,42.0,N
2014.03.18,2014.0,Invalid,Afternoon,AUSTRALIA,,F,10.0,
2014.03.12,2014.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,,N
2014.03.13,2014.0,Invalid,,CAYMAN ISLANDS,diving,M,,
2014.03.02,2014.0,Unprovoked,,USA,Surfing,M,21.0,N
2014.02.20,2014.0,Unprovoked,Afternoon,FRENCH POLYNESIA,Kitesurfing,M,21.0,N
2014.02.17,2014.0,Boating,Night,PAPUA NEW GUINEA,Sailing,M,21.0,N
2014.02.08,2014.0,Unprovoked,Afternoon,AUSTRALIA,Spearfishing,M,28.0,Y
2014.02.07.b,2014.0,Provoked,,TRINIDAD & TOBAGO,Fishing,M,,N
2014.02.07,2014.0,Unprovoked,Night,NEW ZEALAND,Surfing,M,28.0,N
2014.01.26,2014.0,Provoked,,AUSTRALIA,Fishing,M,,N
2014.01.25,2014.0,Unprovoked,,NEW ZEALAND,Spearfishing,M,24.0,N
2014.01.04,2014.0,Sea Disaster,,JAPAN,,M,31.0,N
2014.00.00.b,2014.0,Unprovoked,,USA,diving,M,,N
2014.00.00,2014.0,Boating,,NEW ZEALAND,Filming,,,N
2013.12.25,2013.0,Unprovoked,Morning,NEW CALEDONIA,Snorkeling,M,37.0,N
2013.12.16,2013.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,19.0,N
2013.12.13,2013.0,Unprovoked,,KIRIBATI,Attempting,M,35.0,N
2013.12.11,2013.0,Unprovoked,Morning,USA,boarding,M,29.0,N
2013.12.10,2013.0,Unprovoked,Afternoon,USA,Surfing,M,30.0,N
2013.12.05,2013.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,26.0,N
2013.12.02,2013.0,Unprovoked,Morning,USA,Kayaking,M,57.0,Y
2013.11.30,2013.0,Unprovoked,Afternoon,AUSTRALIA,boarding,M,19.0,Y
2013.11.29,2013.0,Unprovoked,Afternoon,USA,Snorkeling,F,58.0,N
2013.11.23.a,2013.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,35.0,Y
2013.11.22,2013.0,Unprovoked,Morning,USA,Surfing,M,25.0,N
2013.11.12,2013.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2013.11.10,2013.0,Provoked,Morning,BAHAMAS,fishing,M,77.0,N
2013.11.07.b,2013.0,Unprovoked,Afternoon,USA,boarding,M,16.0,N
2013.11.07.a,2013.0,Unprovoked,,USA,Surfing,M,,N
2013.10.31,2013.0,Unprovoked,Afternoon,USA,Kiteboarding,M,46.0,N
2013.10.28,2013.0,Unprovoked,Afternoon,AUSTRALIA,Snorkeling,F,60.0,N
2013.10.26.b,2013.0,Unprovoked,Afternoon,REUNION,boarding,M,24.0,N
2013.10.26.a,2013.0,Unprovoked,Morning,AUSTRALIA,Diving,M,,N
2013.10.24,2013.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,41.0,N
2013.10.23,2013.0,Unprovoked,Afternoon,USA,Diving,M,45.0,N
2013.10.20,2013.0,Unprovoked,Morning,USA,Surfing,M,25.0,N
2013.10.19,2013.0,Unprovoked,Afternoon,USA,Wading,M,6.0,N
2013.10.11,2013.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,74.0,Y
2013.10.08,2013.0,Unprovoked,Morning,AUSTRALIA,Diving,M,55.0,N
2013.10.05,2013.0,Unprovoked,Morning,USA,Surfing,M,45.0,N
2013.10.05,2013.0,Unprovoked,Afternoon,USA,Wading,M,12.0,N
2013.09.29.b,2013.0,Unprovoked,Morning,USA,Surfing,M,50.0,N
2013.09.29.a,2013.0,Unprovoked,Morning,ISRAEL,Diving,M,27.0,N
2013.09.25,2013.0,Unprovoked,Morning,USA,Standing,M,7.0,N
2013.09.21.b,2013.0,Unprovoked,Afternoon,USA,Swimming,M,45.0,N
2013.09.21.a,2013.0,Unprovoked,Morning,USA,Surfing,M,,N
2013.09.14,2013.0,Unprovoked,Afternoon,USA,Swimming,M,21.0,N
2013.09.12,2013.0,Unprovoked,Afternoon,USA,Surfing,F,13.0,N
2013.09.08,2013.0,Unprovoked,,USA,,F,,UNKNOWN
2013.09.07.b,2013.0,Provoked,Afternoon,USA,Surfing,M,43.0,N
2013.09.07.a,2013.0,Unprovoked,Afternoon,USA,Standing,M,25.0,N
2013.09.02,2013.0,Unprovoked,Afternoon,USA,Swimming,M,17.0,N
2013.09.01.c,2013.0,Provoked,,USA,,M,3.0,N
2013.09.01.b,2013.0,Unprovoked,,BAHAMAS,,M,,N
2013.09.01.a,2013.0,Unprovoked,Afternoon,USA,Casting,M,9.0,N
2013.08.31.b,2013.0,Unprovoked,,BAHAMAS,Spearfishing,M,,N
2013.08.31.a,2013.0,Unprovoked,Night,USA,Swimming,M,,N
2013.08.29,2013.0,Invalid,,USA,swimming,F,47.0,
2013.08.26,2013.0,Provoked,Night,FRANCE,fishing,M,50.0,N
2013.08.25.b,2013.0,Unprovoked,Afternoon,USA,boarding,F,11.0,N
2013.08.25,2013.0,Unprovoked,Afternoon,AUSTRALIA,Wrangling,M,,N
2013.08.18,2013.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
2013.08.17,2013.0,Unprovoked,Afternoon,USA,Surfing,F,,N
2013.08.14,2013.0,Unprovoked,Afternoon,USA,Snorkeling,F,20.0,Y
2013.08.13,2013.0,Unprovoked,Afternoon,USA,Kiteboarding,F,19.0,N
2013.08.11,2013.0,Unprovoked,Afternoon,USA,Surfing,M,10.0,N
2013.08.08.R,2013.0,Unprovoked,,SOUTH AFRICA,Attempting,M,,N
2013.08.05,2013.0,Unprovoked,Afternoon,USA,Fishing,M,17.0,N
2013.07.31,2013.0,Unprovoked,Morning,USA,Snorkeling,F,56.0,N
2013.07.30,2013.0,Unprovoked,,USA,Swimming,M,32.0,N
2013.07.29.c,2013.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,40.0,N
2013.07.29.b,2013.0,Unprovoked,Morning,MEXICO,Wading,F,,N
2013.07.29.a,2013.0,Unprovoked,Afternoon,USA,Surfing,M,18.0,N
2013.07.28.b,2013.0,Unprovoked,Afternoon,BAHAMAS,Cleaning,M,64.0,N
2013.07.28.a,2013.0,Unprovoked,Morning,BAHAMAS,Diving,M,50.0,N
2013.07.22,2013.0,Unprovoked,Afternoon,BRAZIL,Swimming,F,18.0,Y
2013.07.19,2013.0,Unprovoked,Afternoon,USA,Walking,F,50.0,N
2013.07.17.R,2013.0,Unprovoked,,USA,Swimming,M,,N
2013.07.15,2013.0,Unprovoked,Afternoon,REUNION,Swimming,F,15.0,Y
2013.07.14,2013.0,Unprovoked,,DIEGO GARCIA,Swimming,M,33.0,Y
2013.07.11,2013.0,Unprovoked,Afternoon,USA,Wading,F,63.0,N
2013.07.09,2013.0,Invalid,,SPAIN,Swimming,M,48.0,
2013.07.02,2013.0,Unprovoked,,AUSTRALIA,surfing,M,29.0,N
2013.06.30,2013.0,Unprovoked,,TAIWAN,Fishing,M,,N
2013.06.27,2013.0,Invalid,,JAMAICA,,M,20.0,
2013.06.25.c,2013.0,Boating,Afternoon,USA,Kayaking,M,,N
2013.06.25.b,2013.0,Unprovoked,,USA,Swimming,M,,N
2013.06.25.a,2013.0,Unprovoked,Afternoon,USA,Swimming,M,14.0,N
2013.06.18,2013.0,Unprovoked,Afternoon,USA,Swimming,M,28.0,N
2013.06.17,2013.0,Unprovoked,Afternoon,USA,Swimming,M,15.0,N
2013.06.16,2013.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,,N
2013.06.15,2013.0,Unprovoked,,USA,Surfing,F,,N
2013.06.14.R,2013.0,Unprovoked,Afternoon,USA,Boarding,F,10.0,N
2013.06.06.b,2013.0,Provoked,,USA,Fishing,M,58.0,N
2013.06.06.a,2013.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,,N
2013.05.27.b,2013.0,Unprovoked,,USA,Diving,M,32.0,N
2013.05.27.a,2013.0,Unprovoked,Afternoon,USA,Swimming,M,11.0,N
2013.05.23.b,2013.0,Unprovoked,,BRAZIL,,M,41.0,Y
2013.05.23.a,2013.0,Provoked,Afternoon,PALESTINIAN TERRITORIES,Fishing,M,30.0,N
2013.05.14,2013.0,Unprovoked,Afternoon,ECUADOR,Surfing,M,29.0,N
2013.05.08.b,2013.0,Invalid,,USA,Surfing,M,42.0,
